Blocks:
<block:agricraft:crop>, tile.agricraft:crop.name
<block:natura:overworld_stairs_eucalyptus>, Eucalyptus Stairs
<block:natura:overworld_stairs_hopseed>, Hopseed Stairs
<block:natura:overworld_stairs_maple>, Maple Stairs
<block:natura:overworld_stairs_redwood>, Redwood Stairs
<block:natura:overworld_stairs_sakura>, Sakura Stairs
<block:natura:overworld_stairs_silverbell>, Silverbell Stairs
<block:natura:overworld_stairs_tiger>, Tiger Stairs
<block:natura:overworld_stairs_willow>, Willow Stairs
<block:natura:overworld_workbenches>, tile.natura.overworld_workbenches.name
<block:natura:redwood_button>, Redwood Button
<block:natura:redwood_fence>, Redwood Fence
<block:natura:redwood_fence_gate>, Redwood Fence Gate
<block:natura:redwood_leaves>, tile.natura.redwood_leaves.name
<block:natura:redwood_logs>, tile.natura.redwood_logs.name
<block:natura:redwood_pressure_plate>, Redwood Pressure Plate
<block:natura:redwood_sapling>, tile.natura.redwood_sapling.oak.name
<block:natura:redwood_trap_door>, Redwood Trap Door
<block:natura:respawn_obelisk>, tile.natura.respawn_obelisk.name
<block:natura:saguaro>, Saguaro Cactus
<block:natura:saguaro_baby>, Baby Saguaro Cactus
<block:natura:saguaro_fruit>, Saguaro Fruit
<block:natura:sakura_button>, Sakura Button
<block:natura:sakura_fence>, Sakura Fence
<block:natura:sakura_fence_gate>, Sakura Fence Gate
<block:natura:sakura_pressure_plate>, Sakura Pressure Plate
<block:natura:sakura_trap_door>, Sakura Trap Door
<block:natura:silverbell_button>, Silverbell Button
<block:natura:silverbell_fence>, Silverbell Fence
<block:natura:silverbell_fence_gate>, Silverbell Fence Gate
<block:natura:silverbell_pressure_plate>, Silverbell Pressure Plate
<block:natura:silverbell_trap_door>, Silverbell Trap Door
<block:natura:tiger_button>, Tiger Button
<block:natura:tiger_fence>, Tiger Fence
<block:natura:tiger_fence_gate>, Tiger Fence Gate
<block:natura:tiger_pressure_plate>, Tiger Pressure Plate
<block:natura:tiger_trap_door>, Tiger Trap Door
<block:natura:willow_button>, Willow Button
<block:natura:willow_fence>, Willow Fence
<block:natura:willow_fence_gate>, Willow Fence Gate
<block:natura:willow_pressure_plate>, Willow Pressure Plate
<block:natura:willow_trap_door>, Willow Trap Door
<block:netherendingores:block_end_endermite>, End Stone Endermite Monster Egg
<block:netherendingores:block_nether_netherfish>, Netherrack Netherfish Monster Egg
<block:netherendingores:creative_tab>, Creative Tab Block
<block:netherendingores:ore_end_modded_1>, tile.netherendingores:ore_end_modded_1.name
<block:netherendingores:ore_end_modded_2>, tile.netherendingores:ore_end_modded_2.name
<block:netherendingores:ore_end_vanilla>, tile.netherendingores:ore_end_vanilla.name
<block:netherendingores:ore_nether_modded_1>, tile.netherendingores:ore_nether_modded_1.name
<block:netherendingores:ore_nether_modded_2>, tile.netherendingores:ore_nether_modded_2.name
<block:netherendingores:ore_nether_vanilla>, tile.netherendingores:ore_nether_vanilla.name
<block:netherendingores:ore_other_1>, tile.netherendingores:ore_other_1.name
<block:netherex:amethyst_block>, Nether Amethyst Block
<block:netherex:amethyst_ore>, Nether Amethyst Ore
<block:netherex:basalt>, Basalt
<block:netherex:basalt_brick>, Basalt Bricks
<block:netherex:basalt_brick_fence>, Basalt Brick Fence
<block:netherex:basalt_brick_fence_gate>, Basalt Brick Fence Gate
<block:netherex:basalt_brick_slab>, Basalt Brick Slab
<block:netherex:basalt_brick_stairs>, Basalt Brick Stairs
<block:netherex:basalt_brick_wall>, tile.netherex:basalt_brick_wall.normal.name
<block:netherex:basalt_fence>, Basalt Fence
<block:netherex:basalt_fence_gate>, Basalt Fence Gate
<block:netherex:basalt_pillar>, Basalt Pillar
<block:netherex:basalt_pillar_fence>, Basalt Pillar Fence
<block:netherex:basalt_pillar_fence_gate>, Basalt Pillar Fence Gate
<block:netherex:basalt_pillar_slab>, Basalt Pillar Slab
<block:netherex:basalt_pillar_stairs>, Basalt Pillar Stairs
<block:netherex:basalt_pillar_wall>, tile.netherex:basalt_pillar_wall.normal.name
<block:netherex:basalt_slab>, Basalt Slab
<block:netherex:basalt_stairs>, Basalt Stairs
<block:netherex:basalt_wall>, tile.netherex:basalt_wall.normal.name
<block:netherex:blue_fire>, Blue Fire
<block:netherex:bone_chunk>, Bone Chunk
<block:netherex:bone_sliver>, Bone Sliver
<block:netherex:brown_elder_mushroom>, Brown Elder Mushroom
<block:netherex:brown_elder_mushroom_cap>, Brown Elder Mushroom Cap
<block:netherex:elder_mushroom_stem>, Elder Mushroom Stem
<block:netherex:enoki_mushroom_cap>, Enoki Mushroom Cap
<block:netherex:enoki_mushroom_stem>, Enoki Mushroom Stem
<block:netherex:fiery_nether_brick>, Fiery Nether Bricks
<block:netherex:fiery_nether_brick_fence>, Fiery Nether Brick Fence
<block:netherex:fiery_nether_brick_fence_gate>, Fiery Nether Brick Fence Gate
<block:netherex:fiery_nether_brick_slab>, Fiery Nether Brick Slab
<block:netherex:fiery_nether_brick_stairs>, Fiery Nether Brick Stairs
<block:netherex:fiery_nether_brick_wall>, tile.netherex:fiery_nether_brick_wall.normal.name
<block:netherex:fiery_netherrack>, Fiery Netherrack
<block:netherex:fiery_netherrack_path>, Fiery Trodden Netherrack
<block:netherex:frostburn_ice>, Frostburn Ice
<block:netherex:gloomy_nether_brick>, Gloomy Nether Bricks
<block:netherex:gloomy_nether_brick_fence>, Gloomy Nether Brick Fence
<block:netherex:gloomy_nether_brick_fence_gate>, Gloomy Nether Brick Fence Gate
<block:netherex:gloomy_nether_brick_slab>, Gloomy Nether Brick Slab
<block:netherex:gloomy_nether_brick_stairs>, Gloomy Nether Brick Stairs
<block:netherex:gloomy_nether_brick_wall>, tile.netherex:gloomy_nether_brick_wall.normal.name
<block:netherex:gloomy_netherrack>, Gloomy Netherrack
<block:netherex:gloomy_netherrack_path>, Gloomy Trodden Netherrack
<block:netherex:hyphae>, Hyphae
<block:netherex:ichor>, Ichor
<block:netherex:icy_nether_brick>, Icy Nether Bricks
<block:netherex:icy_nether_brick_fence>, Icy Nether Brick Fence
<block:netherex:icy_nether_brick_fence_gate>, Icy Nether Brick Fence Gate
<block:netherex:icy_nether_brick_slab>, Icy Nether Brick Slab
<block:netherex:icy_nether_brick_stairs>, Icy Nether Brick Stairs
<block:netherex:icy_nether_brick_wall>, tile.netherex:icy_nether_brick_wall.normal.name
<block:netherex:icy_netherrack>, Icy Netherrack
<block:netherex:icy_netherrack_path>, Icy Trodden Netherrack
<block:netherex:lively_nether_brick>, Lively Nether Bricks
<block:netherex:lively_nether_brick_fence>, Lively Nether Brick Fence
<block:netherex:lively_nether_brick_fence_gate>, Lively Nether Brick Fence Gate
<block:netherex:lively_nether_brick_slab>, Lively Nether Brick Slab
<block:netherex:lively_nether_brick_stairs>, Lively Nether Brick Stairs
<block:netherex:lively_nether_brick_wall>, tile.netherex:lively_nether_brick_wall.normal.name
<block:netherex:lively_netherrack>, Lively Netherrack
<block:netherex:lively_netherrack_path>, Lively Trodden Netherrack
<block:netherex:nether_brick_fence_gate>, Nether Brick Fence Gate
<block:netherex:nether_brick_wall>, tile.netherex:nether_brick_wall.normal.name
<block:netherex:nether_portal>, Nether Portal Block
<block:netherex:netherrack_path>, Trodden Netherrack
<block:netherex:quartz_fence>, Quartz Fence
<block:netherex:quartz_fence_gate>, Quartz Fence Gate
<block:netherex:quartz_ore>, Nether Quartz Ore
<block:netherex:quartz_wall>, tile.netherex:quartz_wall.normal.name
<block:netherex:red_elder_mushroom>, Red Elder Mushroom
<block:netherex:red_elder_mushroom_cap>, Red Elder Mushroom Cap
<block:netherex:red_nether_brick_fence>, Red Nether Brick Fence
<block:netherex:red_nether_brick_fence_gate>, Red Nether Brick Fence Gate
<block:netherex:red_nether_brick_slab>, Red Nether Brick Slab
<block:netherex:red_nether_brick_stairs>, Red Nether Brick Stairs
<block:netherex:red_nether_brick_wall>, tile.netherex:red_nether_brick_wall.normal.name
<block:netherex:rime_block>, Nether Rime Block
<block:netherex:rime_ore>, Nether Rime Ore
<block:netherex:smooth_basalt>, Smooth Basalt
<block:netherex:smooth_basalt_fence>, Smooth Basalt Fence
<block:netherex:smooth_basalt_fence_gate>, Smooth Basalt Fence Gate
<block:netherex:smooth_basalt_slab>, Smooth Basalt Slab
<block:netherex:smooth_basalt_stairs>, Smooth Basalt Stairs
<block:netherex:smooth_basalt_wall>, tile.netherex:smooth_basalt_wall.normal.name
<block:netherex:soul_glass>, Soul Glass
<block:netherex:soul_glass_pane>, Soul Glass Pane
<block:netherex:thornstalk>, Thornstalk
<block:netherex:urn_of_sorrow>, Urn of Sorrow
<block:netherex:worn_iron>, Worn Iron Block
<block:quark:acacia_button>, tile.acacia_button.name
<block:quark:acacia_pressure_plate>, tile.acacia_pressure_plate.name
<block:quark:acacia_trapdoor>, tile.acacia_trapdoor.name
<block:quark:andesite_speleothem>, tile.andesite_speleothem.name
<block:quark:bark>, tile.bark.name
<block:quark:bark_acacia_slab>, tile.bark_acacia_slab.name
<block:quark:bark_acacia_slab_double>, tile.bark_acacia_slab_double.name
<block:quark:bark_acacia_stairs>, tile.bark_acacia_stairs.name
<block:quark:bark_acacia_wall>, tile.bark_acacia_wall.name
<block:quark:bark_birch_slab>, tile.bark_birch_slab.name
<block:quark:bark_birch_slab_double>, tile.bark_birch_slab_double.name
<block:quark:bark_birch_stairs>, tile.bark_birch_stairs.name
<block:quark:bark_birch_wall>, tile.bark_birch_wall.name
<block:quark:bark_dark_oak_slab>, tile.bark_dark_oak_slab.name
<block:quark:bark_dark_oak_slab_double>, tile.bark_dark_oak_slab_double.name
<block:quark:bark_dark_oak_stairs>, tile.bark_dark_oak_stairs.name
<block:quark:bark_dark_oak_wall>, tile.bark_dark_oak_wall.name
<block:quark:bark_jungle_slab>, tile.bark_jungle_slab.name
<block:quark:bark_jungle_slab_double>, tile.bark_jungle_slab_double.name
<block:quark:bark_jungle_stairs>, tile.bark_jungle_stairs.name
<block:quark:bark_jungle_wall>, tile.bark_jungle_wall.name
<block:quark:bark_oak_slab>, tile.bark_oak_slab.name
<block:quark:bark_oak_slab_double>, tile.bark_oak_slab_double.name
<block:quark:bark_oak_stairs>, tile.bark_oak_stairs.name
<block:quark:bark_oak_wall>, tile.bark_oak_wall.name
<block:quark:bark_spruce_slab>, tile.bark_spruce_slab.name
<block:quark:bark_spruce_slab_double>, tile.bark_spruce_slab_double.name
<block:quark:bark_spruce_stairs>, tile.bark_spruce_stairs.name
<block:quark:bark_spruce_wall>, tile.bark_spruce_wall.name
<block:quark:basalt>, tile.basalt.name
<block:quark:basalt_speleothem>, tile.basalt_speleothem.name
<block:quark:basalt_wall>, tile.basalt_wall.name
<block:quark:biome_brick>, tile.biome_brick.name
<block:quark:biome_cobblestone>, tile.biome_cobblestone.name
<block:quark:biotite_block>, tile.biotite_block.name
<block:quark:biotite_ore>, tile.biotite_ore.name
<block:quark:biotite_slab>, tile.biotite_slab.name
<block:quark:biotite_slab_double>, tile.biotite_slab_double.name
<block:quark:biotite_stairs>, tile.biotite_stairs.name
<block:quark:biotite_wall>, tile.biotite_wall.name
<block:quark:birch_button>, tile.birch_button.name
<block:quark:birch_pressure_plate>, tile.birch_pressure_plate.name
<block:quark:birch_trapdoor>, tile.birch_trapdoor.name
<block:quark:black_ash>, tile.black_ash.name
<block:quark:blaze_lantern>, tile.blaze_lantern.name
<block:quark:blaze_rod>, tile.blaze_rod.name
<block:quark:brick_wall>, tile.brick_wall.name
<block:quark:candle>, Candle
<block:quark:carved_wood>, tile.carved_wood.name
<block:quark:charred_nether_brick_slab>, tile.charred_nether_brick_slab.name
<block:quark:charred_nether_brick_slab_double>, tile.charred_nether_brick_slab_double.name
<block:quark:charred_nether_brick_stairs>, tile.charred_nether_brick_stairs.name
<block:quark:charred_nether_bricks>, tile.charred_nether_bricks.name
<block:quark:chute>, tile.chute.name
<block:quark:cobbed_stone_slab>, tile.cobbed_stone_slab.name
<block:quark:cobbed_stone_slab_double>, tile.cobbed_stone_slab_double.name
<block:quark:cobbed_stone_stairs>, tile.cobbed_stone_stairs.name
<block:quark:cobbed_stone_wall>, tile.cobbed_stone_wall.name
<block:quark:cobblestone_mossy_slab>, tile.cobblestone_mossy_slab.name
<block:quark:cobblestone_mossy_slab_double>, tile.cobblestone_mossy_slab_double.name
<block:quark:cobblestone_mossy_stairs>, tile.cobblestone_mossy_stairs.name
<block:quark:color_slime>, tile.color_slime.name
<block:quark:colored_flowerpot_black>, tile.colored_flowerpot_black.name
<block:quark:colored_flowerpot_blue>, tile.colored_flowerpot_blue.name
<block:quark:colored_flowerpot_brown>, tile.colored_flowerpot_brown.name
<block:quark:colored_flowerpot_cyan>, tile.colored_flowerpot_cyan.name
<block:quark:colored_flowerpot_gray>, tile.colored_flowerpot_gray.name
<block:quark:colored_flowerpot_green>, tile.colored_flowerpot_green.name
<block:quark:colored_flowerpot_light_blue>, tile.colored_flowerpot_light_blue.name
<block:quark:colored_flowerpot_lime>, tile.colored_flowerpot_lime.name
<block:quark:colored_flowerpot_magenta>, tile.colored_flowerpot_magenta.name
<block:quark:colored_flowerpot_orange>, tile.colored_flowerpot_orange.name
<block:quark:colored_flowerpot_pink>, tile.colored_flowerpot_pink.name
<block:quark:colored_flowerpot_purple>, tile.colored_flowerpot_purple.name
<block:quark:colored_flowerpot_red>, tile.colored_flowerpot_red.name
<block:quark:colored_flowerpot_silver>, tile.colored_flowerpot_silver.name
<block:quark:colored_flowerpot_white>, tile.colored_flowerpot_white.name
<block:quark:colored_flowerpot_yellow>, tile.colored_flowerpot_yellow.name
<block:quark:crystal>, Celestial Crystal
<block:quark:crystal_pane>, tile.crystal_pane.name
<block:quark:custom_bookshelf>, tile.custom_bookshelf.name
<block:quark:custom_chest>, tile.custom_chest.name
<block:quark:custom_chest_trap>, tile.custom_chest_trap.name
<block:quark:dark_oak_button>, tile.dark_oak_button.name
<block:quark:dark_oak_pressure_plate>, tile.dark_oak_pressure_plate.name
<block:quark:dark_oak_trapdoor>, tile.dark_oak_trapdoor.name
<block:quark:dark_prismarine_wall>, tile.dark_prismarine_wall.name
<block:quark:diorite_speleothem>, tile.diorite_speleothem.name
<block:quark:duskbound_block>, tile.duskbound_block.name
<block:quark:duskbound_block_slab>, tile.duskbound_block_slab.name
<block:quark:duskbound_block_slab_double>, tile.duskbound_block_slab_double.name
<block:quark:duskbound_block_stairs>, tile.duskbound_block_stairs.name
<block:quark:duskbound_block_wall>, tile.duskbound_block_wall.name
<block:quark:duskbound_lantern>, tile.duskbound_lantern.name
<block:quark:elder_prismarine>, tile.elder_prismarine.name
<block:quark:elder_prismarine_bricks_slab>, tile.elder_prismarine_bricks_slab.name
<block:quark:elder_prismarine_bricks_slab_double>, tile.elder_prismarine_bricks_slab_double.name
<block:quark:elder_prismarine_bricks_stairs>, tile.elder_prismarine_bricks_stairs.name
<block:quark:elder_prismarine_bricks_wall>, tile.elder_prismarine_bricks_wall.name
<block:quark:elder_prismarine_dark_slab>, tile.elder_prismarine_dark_slab.name
<block:quark:elder_prismarine_dark_slab_double>, tile.elder_prismarine_dark_slab_double.name
<block:quark:elder_prismarine_dark_stairs>, tile.elder_prismarine_dark_stairs.name
<block:quark:elder_prismarine_dark_wall>, tile.elder_prismarine_dark_wall.name
<block:quark:elder_prismarine_slab>, tile.elder_prismarine_slab.name
<block:quark:elder_prismarine_slab_double>, tile.elder_prismarine_slab_double.name
<block:quark:elder_prismarine_stairs>, tile.elder_prismarine_stairs.name
<block:quark:elder_prismarine_wall>, tile.elder_prismarine_wall.name
<block:quark:elder_sea_lantern>, tile.elder_sea_lantern.name
<block:quark:end_bricks_slab>, tile.end_bricks_slab.name
<block:quark:end_bricks_slab_double>, tile.end_bricks_slab_double.name
<block:quark:end_bricks_stairs>, tile.end_bricks_stairs.name
<block:quark:end_bricks_wall>, tile.end_bricks_wall.name
<block:quark:ender_watcher>, tile.ender_watcher.name
<block:quark:fire_stone_brick_slab>, tile.fire_stone_brick_slab.name
<block:quark:fire_stone_brick_slab_double>, tile.fire_stone_brick_slab_double.name
<block:quark:fire_stone_brick_stairs>, tile.fire_stone_brick_stairs.name
<block:quark:fire_stone_brick_wall>, tile.fire_stone_brick_wall.name
<block:quark:fire_stone_slab>, tile.fire_stone_slab.name
<block:quark:fire_stone_slab_double>, tile.fire_stone_slab_double.name
<block:quark:fire_stone_stairs>, tile.fire_stone_stairs.name
<block:quark:fire_stone_wall>, tile.fire_stone_wall.name
<block:quark:framed_glass>, tile.framed_glass.name
<block:quark:framed_glass_pane>, tile.framed_glass_pane.name
<block:quark:glowcelium>, tile.glowcelium.name
<block:quark:glowshroom>, tile.glowshroom.name
<block:quark:glowshroom_block>, tile.glowshroom_block.name
<block:quark:glowstone_dust_block>, tile.glowstone_dust_block.name
<block:quark:gold_button>, tile.gold_button.name
<block:quark:granite_speleothem>, tile.granite_speleothem.name
<block:quark:grate>, tile.grate.name
<block:quark:gravisand>, tile.gravisand.name
<block:quark:gunpowder_block>, tile.gunpowder_block.name
<block:quark:hardened_clay_tiles>, tile.hardened_clay_tiles.name
<block:quark:hardened_clay_tiles_slab>, tile.hardened_clay_tiles_slab.name
<block:quark:hardened_clay_tiles_slab_double>, tile.hardened_clay_tiles_slab_double.name
<block:quark:hardened_clay_tiles_stairs>, tile.hardened_clay_tiles_stairs.name
<block:quark:icy_stone_brick_slab>, tile.icy_stone_brick_slab.name
<block:quark:icy_stone_brick_slab_double>, tile.icy_stone_brick_slab_double.name
<block:quark:icy_stone_brick_stairs>, tile.icy_stone_brick_stairs.name
<block:quark:icy_stone_brick_wall>, tile.icy_stone_brick_wall.name
<block:quark:icy_stone_slab>, tile.icy_stone_slab.name
